genes	log2FoldChange	pvalue	padj	mean_Baseline	mean_C3D1
SLITRK6	-0.946980214687606	0.278396710405239	0.54788974452688	638.98522435768	331.636948932045
UCK2	-0.331834676285579	0.278407854105245	0.54788974452688	1256.54081592304	999.318639032241
AGPS	0.282520815710952	0.278532897397859	0.548057051284123	2404.38156048746	2926.00848898038
ADORA2B	-0.410393742581482	0.278720114697201	0.548215172367427	249.792109115901	185.678711727804
ZNF613	0.468877332378175	0.278696774824558	0.548215172367427	123.609584729584	170.07887487426
CRELD1	-0.314727965312037	0.278786717038411	0.548281971671445	159.189504442026	126.984156175137
RN7SL752P	-0.61492575120004	0.278812841864434	0.548281971671445	27.2261409809441	13.0628517238361
ORC2	-0.257251579672683	0.278967404643411	0.548528110710858	801.503872475855	671.136115923683
CSNK2B	-0.170502149826162	0.279010856898551	0.548555746467913	784.903716660164	698.164046167748
CNOT11	0.177250101750708	0.279134628412542	0.548625675813991	764.11546602725	858.132120790206
RNASEK	0.308341596551242	0.279077197346681	0.548625675813991	319.731872098981	396.504199459433
ROGDI	-0.404830447571571	0.27924979209545	0.548736428022442	101.226761730422	75.729204327731
TDG	-0.186849483061244	0.279459367854124	0.549032617830908	922.131451709596	807.92232164074
HNRNPA1P33	-0.679310856812257	0.279581069018433	0.549213890713124	69.3628486418707	43.6450486864085
COL17A1	0.944033302464795	0.279796563985168	0.549405859619408	6092.04732292288	11720.2531681425
GCHFR	-0.548719518029916	0.279850382174727	0.549453717527399	88.9027669062698	60.3700487665308
YTHDC1	0.166064874039101	0.280106396933851	0.549840665557086	1385.61554708918	1556.18223156092
SNORD15B	0.462094409450552	0.280170845301986	0.549851490674702	805.393135054851	1107.70932667241
NEK2	-0.405454744790643	0.280246724321471	0.54988473983582	627.49507577834	474.668356716389
DNAJC15	0.463903147920527	0.280494313337551	0.550312678675082	500.229676617809	688.715913463851
FCGRT	0.502649104650217	0.280699344657951	0.550599156030419	560.089310399785	790.712185339613
AGL	-0.411093278916846	0.280821195032689	0.55069192084238	2271.51844629506	1708.30828804237
SNRNP25	-0.345093262087282	0.280781521763881	0.55069192084238	256.021475689552	202.70577000022
VGLL4	-0.288093407093562	0.280835172493895	0.55069192084238	1289.39432779271	1056.71583807239
GTF2B	0.27086281362668	0.281122360226825	0.551197146352061	610.52565651693	735.777159256477
EDEM3	0.225213635972125	0.281263613752103	0.551242414936902	2678.41897003519	3126.3236270081
OXSR1	0.26521779674395	0.281239282449087	0.551242414936902	1399.74945250121	1683.68720615287
GZF1	0.230376152060583	0.28140748602818	0.551414092085118	402.447819463854	475.443355192437
HYCC2	0.281945229482476	0.281417693049774	0.551414092085118	1202.17827445026	1459.01831102663
USF1	-0.274098474918531	0.281594895485046	0.551659921233697	793.420180736655	654.997665497802
UACA	0.298656462063473	0.281730209301295	0.551809143021116	1738.93601914737	2139.29327626226
PIGA	-0.35804926704086	0.281997058914047	0.552273837041995	756.1563260656	590.950712107948
PIP4K2B	0.154853715430363	0.282254868547053	0.552662733167683	1180.02718507063	1321.0381680512
GID8	-0.234582487764314	0.282306156379241	0.552705159798199	1637.15998370826	1392.87503339231
EIF1	0.255788652752942	0.282345030285179	0.552723275820545	3429.97673466203	4095.92802073557
DRG2	-0.266710154876966	0.28252672699397	0.552878364202897	251.144325874898	208.527599038227
MAP7D3	0.336649479097433	0.282492673888412	0.552878364202897	255.816406295387	325.194724863211
U2SURP	-0.250542841837808	0.282542769616228	0.552878364202897	4416.66244466125	3714.31746027628
FAN1	-0.206372287763692	0.282863786805616	0.553189354987401	815.618976414529	708.150159850301
NAV2	-0.546394298567839	0.282909218362527	0.553189354987401	1344.65051992037	920.732458276687
TKT	-0.40393914341006	0.282789481514423	0.553189354987401	1837.72273071748	1389.28894803851
GPC4	-0.618732089314313	0.282955465190357	0.553221812704532	326.661150101024	212.330779146455
ABHD3	-0.33568757132846	0.282987098401266	0.553225694726833	653.585542036456	511.454812030971
CNN3	0.355336796792723	0.283312457459795	0.55347416101274	2380.39912755417	3046.82634639981
LY6K	-0.633312950941501	0.283286719721227	0.55347416101274	489.752551892268	316.230971723342
R3HCC1	-0.308950624243852	0.283298600857223	0.55347416101274	179.036966045869	145.077423160707
RO60	0.249338388186002	0.283321821328708	0.55347416101274	3436.24350801399	4086.44327438469
RNU2-63P	0.66164501014694	0.283392782019739	0.553548426535755	21.7017254289463	34.8689376375813
RPL37P23	-0.484626830317871	0.283419167584277	0.553548426535755	11.0316698182385	7.77619686534489
HDAC7	-0.328387593112695	0.283452805262551	0.553556184845547	475.045711622937	378.205712547568
VPS4B	0.265811314155252	0.283530593611055	0.553650154539796	2584.3034911551	3106.96242832583
ZNF326	-0.341619100085572	0.283731589814295	0.553842040163069	859.284618188355	677.772573644252
ACSS1	-0.511480595786206	0.283954587914889	0.554072216928978	309.519407575128	216.904576999549
CHD1L	0.282102324091388	0.283906078609299	0.554072216928978	694.000792719976	842.855926400935
DSCC1	-0.336828354484406	0.283998839607958	0.554100621819792	299.161998767133	237.851826541647
RAB5B	0.182622361795003	0.28418113723047	0.554398329401	1991.02144576903	2257.77368914945
ALMS1	-0.265240568867838	0.284278443414844	0.554486764497131	2062.83646460771	1717.74709047458
UBR7	0.218364267962572	0.284285899032372	0.554486764497131	1005.87023829022	1173.87421580437
DYRK4	0.365894786959083	0.284581277400306	0.554888885714703	150.802511519829	192.196168427407
TMEM187	-0.349274624239124	0.284806755556431	0.555192625728773	77.1546750388261	59.2298756068094
WDPCP	-0.393596037026572	0.284772104960423	0.555192625728773	251.353854534974	192.108802429046
MKI67	-0.399375417861452	0.284954128105174	0.555294017618318	4611.55000143692	3497.23463921981
SLC39A13	-0.500659930770166	0.284967605182905	0.555294017618318	136.065106600811	94.9724259149754
DENND5B	0.509459869426232	0.285237646008161	0.555762188003788	320.73849183635	455.213983533478
ADSS2	0.229017308191927	0.285308757589541	0.555784676544612	1595.07331013079	1869.29579689973
NACA	0.241666498963026	0.285529057163366	0.556039679259905	7313.30877540439	8650.93719241306
SDCBP2	-0.671904425495167	0.285708090411705	0.556283124981966	472.194861273319	294.19437395694
GCNT1	0.554968298814692	0.285825141796931	0.556384012719667	574.8479237772	844.262913513412
BLOC1S5	0.220912848112046	0.285946369017443	0.556561932394439	378.224328426919	442.059600041146
PLAC8	-0.822742783631094	0.286280972505393	0.557038889150223	1132.00046252881	274.59796870916
FGFR2	-0.608649051181996	0.286648187006112	0.557438471233181	1462.88621084035	959.560130308974
SPRR2D	-1.36057624407152	0.286665571808875	0.557438471233181	535.59748493407	208.628958182267
APCDD1	0.546620149104669	0.286943577894082	0.557862800948487	317.966825737063	464.812558083155
ZSWIM6	0.216501680947996	0.287042683312045	0.557997340410747	636.964326242007	735.15578502448
SET	0.220544425641906	0.287255937495731	0.558063070658026	10289.2119824677	11993.20242685
VCF2	-0.314550018195862	0.287230372632596	0.558063070658026	198.61926736394	160.835799325932
CLDN4	0.80061678477482	0.287316055802442	0.558121757367641	2196.27945063015	3821.99358525715
SNORD46	0.426655353362628	0.287436271567627	0.558239053648201	5.59234538532273	7.74742547917028
CEBPA	0.439268781575608	0.287632234740183	0.558561504865419	544.236615877889	737.277401328584
MRPS33	0.250074847653504	0.287771891072972	0.558716417378178	545.366164392012	649.918066691315
CALB2	0.873032546555298	0.28798838513729	0.558729805225809	46.2623807465123	85.3972088219
DHX15	0.201752963240511	0.287890189774141	0.558729805225809	3056.14860286129	3515.46956035635
FUCA2	0.267361650383316	0.28783607144027	0.558729805225809	938.487598846295	1126.44701566628
PAQR3	-0.268993231831873	0.287937402664519	0.558729805225809	602.748160839804	500.241696593163
ZNF563	0.449575003927355	0.287936308352425	0.558729805225809	73.4600135751755	99.9765517862874
P4HB	-0.283126796534985	0.28804432279162	0.558743695356029	6758.71518111805	5552.85917594948
CUTA	0.228165781859446	0.2881373323559	0.558786387628465	569.060359834721	664.733402973851
STK35	-0.276880590147259	0.288452631662035	0.559223491616994	1013.35487458307	837.658957366374
SVBP	0.251187196779128	0.288582225485681	0.559300407931326	179.673514949848	213.448565085967
CHCHD2P6	-0.41845641677914	0.28866060066865	0.559394205886074	12.5280514439066	9.10087521509963
ERP29	0.233947990951298	0.289152392638892	0.559998302713205	1584.21946805473	1866.50743812951
GRHL1	-0.58640082135985	0.289091394112328	0.559998302713205	2333.82676965241	1554.85667259836
NPIPA1	-0.344128652210325	0.289134637870995	0.559998302713205	96.9439566888437	77.0416167182607
SNORD14B	0.587630028632837	0.289089426327567	0.559998302713205	2.41345068447884	3.65074766358184
SPRTN	0.218886735603537	0.289025174902014	0.559998302713205	433.921327327464	508.006533188824
TP53BP1	-0.180062582065685	0.289201586715813	0.560035451236724	1859.75272560167	1644.09814549506
COMMD7	0.327006711245619	0.289395842736153	0.560122501866841	321.738010083717	403.220363284012
MTIF3	0.205627866433187	0.289353429211471	0.560122501866841	331.128539144185	382.751148581986
NCEH1	0.436471923899872	0.289396625964535	0.560122501866841	937.895477639407	1269.26030458638
MIDEAS	0.284292651405005	0.28955367164237	0.560124342986255	828.504242453941	1007.41818873778
RFC1	0.252614988889196	0.289511192761852	0.560124342986255	1777.47768709035	2121.3796041447
RPF1	0.215164979639643	0.289567985416953	0.560124342986255	606.987055977215	706.118834251927
SUB1	0.272252077836356	0.289476893124571	0.560124342986255	3777.10340613337	4562.81235210555
EHF	-0.589590450901672	0.289676488852015	0.56025738826478	10672.2327061811	7092.12660432296
ASB1	-0.226986650861083	0.289736807568667	0.560315973596364	397.86085878367	340.060362711986
SMC1A	-0.185430702151511	0.290041454052072	0.56078888536024	2766.06781960677	2434.94520058636
JAG1	-0.432227020848382	0.290174767212097	0.560930400515667	8460.42033668345	6270.82782435134
CYB561A3	0.345037936348783	0.290332645119759	0.561083977636797	543.965205089365	690.67696889931
POLR1H	-0.256334451781618	0.290284706084536	0.561083977636797	280.397714310541	232.873135605412
C19orf12	0.230059380117099	0.290780078057614	0.561344533059702	287.752572967186	338.439278289789
CCNK	0.34478296309265	0.29064173608752	0.561344533059702	458.79143520009	580.016914573219
EPM2A	0.356313125875285	0.290725780890895	0.561344533059702	116.064743488691	149.528598798952
IFIT2	0.466616338089962	0.290693812679148	0.561344533059702	735.412546296045	1016.82261688627
UBE2E3	-0.16953082255471	0.290771808930952	0.561344533059702	814.21899400184	725.469885293838
SMYD5	-0.237205950520272	0.291003555485052	0.561659737831099	282.886184882331	240.713064969522
TADA2A	-0.214932669502617	0.291090851414194	0.561715268486644	423.63773124757	365.399164320003
ZC3H8	-0.231995440525349	0.291102871203209	0.561715268486644	317.462505891278	270.960977706968
SNORA68	-0.4906602249529	0.29115855789833	0.561726498178539	1055.45220460999	747.311104410579
USP1	-0.287760081698861	0.291380375633951	0.561980135331217	2593.62803266063	2125.76628105161
SRA1	-0.184581558648326	0.291584892094106	0.562300216017389	357.058700655838	314.442891308011
TSPAN7	-0.50459065482186	0.29160660184353	0.562300216017389	172.901384178486	121.143069489648
BMPR1AP1	-0.273982413597363	0.291656572597362	0.562331014571487	62.8512412061831	52.1199642103118
NID2	0.540694320322702	0.291682845125264	0.562331014571487	556.525164545721	810.134752457221
PRSS3	-1.3668025409148	0.292019652911118	0.562864035050249	125.066453419154	47.9402998375053
ATP10B	-0.963707461008058	0.292087851559104	0.562879201703282	615.494257556691	313.842683871796
WBP11	0.221524624991133	0.292071922433828	0.562879201703282	1125.67556147428	1313.63232403156
SNORA11	0.816191144938167	0.292140725469277	0.562922959237578	2.57471127571401	4.74108391191967
SEC24D	0.330123194171063	0.2924595746586	0.56342098524979	1074.45956844664	1343.0246635637
MTPN	0.280989173346145	0.292514800558987	0.563469203925952	5980.62924817231	7268.84531112487
ARHGEF12	0.234528937552943	0.292792175080637	0.563544727248229	5803.11747140393	6828.60207559629
BCAM	-0.732757255031508	0.292874113604094	0.563544727248229	272.369052908141	163.763779287444
BOLA2-SMG1P6	0.295703010904613	0.292870703000755	0.563544727248229	359.549062187269	443.272158100364
LZIC	0.192452143994351	0.292925459257138	0.563544727248229	1092.50825892722	1246.09131698344
MEX3C	0.207386070532067	0.29267920669646	0.563544727248229	1361.70101241241	1576.47272956213
PARK7	0.205592015750687	0.292648812233656	0.563544727248229	1564.8691354035	1805.94600324925
REEP5	0.221912157073164	0.292827755738872	0.563544727248229	1913.09107468926	2230.15609305018
SNORA63D	0.642221250397312	0.293006673255188	0.563578360996883	18.9895626722068	27.5638401868353
EPB41L1	-0.424322055397213	0.293605964776838	0.564083256220064	613.977636085653	457.331119732061
SNORA14B	0.421393398189143	0.29364977228948	0.564083256220064	14.5848094969557	19.0772670551532
SRP9P1	-0.361316290589937	0.293452471108434	0.564083256220064	125.248186067422	98.069105413309
THRA	0.267766954669145	0.293631481991646	0.564083256220064	249.373668956246	301.19659405559
TMEM170A	0.197707878183267	0.293420151744848	0.564083256220064	729.891923004632	830.158663433154
TNFRSF12A	-0.551645438208714	0.29345359075846	0.564083256220064	683.833571642197	467.017029362607
CNOT1	0.202412513422428	0.293691006991083	0.564096935782764	7046.13868373939	8109.03450125594
ZNF675	0.670199995009288	0.293747584405204	0.564096935782764	280.770768541785	445.496435295491
PSMA7	-0.232927125756017	0.293863367014012	0.564203151402558	2279.10735974033	1940.3078423366
RAD21	0.213425511228897	0.294058634038506	0.564461898072062	6455.65573020823	7488.63066568794
CKMT2-AS1	-0.244673005479586	0.294135693472854	0.564551742460755	88.8758667581518	76.3274395538129
LIPH	-0.81881529981948	0.294222490039623	0.564642102392384	322.191608770164	180.467982025298
TBC1D7	-0.225401395845144	0.294285927469286	0.564665851576029	208.268319388039	177.897071422447
GK	0.463542090916763	0.29434039783128	0.564712299355509	396.95915237206	545.812224574505
PLD2	-0.445002178129688	0.294578464186975	0.565110942914461	498.958663917896	366.532372209823
NIFK	0.254218050821941	0.294844429003488	0.565397833090216	830.414994828748	993.039952837608
LRRFIP2	0.215996367667791	0.294911591139879	0.565406001781227	778.739467303289	902.986557486108
CALU	0.28970065117037	0.295402471160224	0.565993439968147	4602.6395651093	5627.91797813708
PPCS	0.21018325615612	0.296000593654	0.567023003550317	695.206560959613	801.308330472145
FLCN	-0.218827146393639	0.296179047123928	0.567306612536696	427.104186789074	367.445271529791
SLC35E1	0.203529392508047	0.296226263241901	0.567338814748421	1326.00597651402	1530.09714334613
USP47	0.234577906984874	0.296305344327442	0.567432032548241	1988.88512223942	2340.58159230527
NETO2	-0.38416511019314	0.296478376393479	0.567646881130959	939.29462085347	720.64527737555
PRPF4	-0.256971204028501	0.296775910866297	0.567968792583198	1113.45233435872	933.268489129823
RNF146	0.197252752242972	0.296856930370904	0.567968792583198	553.382609718577	635.31961130647
SEMA5A	0.513238240058828	0.296804765749688	0.567968792583198	1126.32846568074	1607.81315700861
WDHD1	-0.330538140446677	0.296873588008924	0.567968792583198	1139.69428459798	908.058465677064
CD82	-0.427420387172377	0.296990703865866	0.568103181356951	941.203599221471	700.123004013162
SERINC3	0.241767324610967	0.297038144972689	0.568135689338906	3803.45095866304	4499.24639171916
CFD	0.663452913678623	0.297112159296234	0.568219011219404	93.8874502257452	145.814416479408
CALM2	0.275305370789636	0.297234423932282	0.568219890439133	8241.24519961511	9969.38589572596
CNNM3	-0.252952182089224	0.297144440238965	0.568219890439133	282.161655833558	235.683855681652
PI4KB	-0.202471653905518	0.297231538244348	0.568219890439133	1028.54289524448	894.294917952326
